year_week,pm25_obs,pm25_cf,att,period
201801,121.59757794878183,132.9309,-11.333314995554105,pre
201802,132.07438881370496,133.76842,-1.6940285446934809,pre
201803,176.29962887450623,173.28136,3.0182720629827884,pre
201804,156.65473357294718,144.17686,12.477868948923742,pre
201805,133.4964626410449,131.73576,1.7606990912402125,pre
201806,124.9126451524496,132.6137,-7.701048084855088,pre
201807,123.06818155441742,127.6955,-4.62732168044586,pre
201808,95.11514379229396,94.782326,0.3328180476650573,pre
201809,95.59281640990577,91.56244,4.030377445062015,pre
201810,85.04065503438031,71.731735,13.30891980488812,pre
201811,66.67358864203237,70.707695,-4.034106365291848,pre
201812,61.48683517047745,66.03444,-4.547603916436614,pre
201813,57.37896311033056,54.76984,2.609122869852044,pre
201814,52.66257642219952,51.51578,1.1467950196116306,pre
201815,50.474621157639085,57.437077,-6.962455410964431,pre
201816,44.36725729026965,47.537247,-3.169989413831914,pre
201817,42.12490920670778,40.886585,1.2383239711120737,pre
201818,44.585964461713225,42.925995,1.6599695886663497,pre
201819,33.83308626182849,38.03576,-4.202672710339478,pre
201820,34.25599625770955,34.497536,-0.24153944785685866,pre
201821,49.003593217486426,41.17413,7.829463731402441,pre
201822,40.72564704446565,38.260544,2.4651032212234654,pre
201823,30.90850994358177,33.72881,-2.8202994131076835,pre
201824,27.52472208727541,29.504576,-1.9798536420947066,pre
201825,27.16727735919153,26.323666,0.8436117402950458,pre
201826,26.93499967872665,27.463768,-0.5287683266444425,pre
201827,25.94439580791337,27.635801,-1.691405507394247,pre
201828,24.66127661053624,24.672863,-0.011586396055555781,pre
201829,25.70992444244169,23.794426,1.9154984780862208,pre
201830,22.26754734185615,23.36128,-1.0937330994280288,pre
201831,27.060821149209584,24.271942,2.788879010537709,pre
201832,29.213920797834724,26.181187,3.0327341218093338,pre
201833,27.21457785231492,26.860435,0.35414236647507735,pre
201834,27.517798421374387,29.584988,-2.0671892190064725,pre
201835,29.301421059721395,29.627209,-0.32578764999540155,pre
201836,26.01447459537664,26.017788,-0.003313337972969066,pre
201837,28.49374005041267,29.325499,-0.8317585305199486,pre
201838,28.042851724505425,26.362871,1.6799805544614799,pre
201839,28.20086750623264,27.044334,1.1565330946115466,pre
201840,36.147687872326266,34.88209,1.265596350109469,pre
201841,39.52078452864074,39.905163,-0.3843782826385578,pre
201842,42.9223764456655,46.59861,-3.676233478650907,pre
201843,43.9750217590352,45.120827,-1.1458049621562054,pre
201844,55.1830052936312,54.94194,0.24106498601400972,pre
201845,58.22795559923474,60.044094,-1.8161384864586196,pre
201846,65.13658131718788,61.28931,3.84727086186561,pre
201847,87.78345180067588,88.52444,-0.7409851500077167,pre
201848,148.10528538824263,150.61276,-2.50747706292924,pre
201849,92.60620395765804,96.18712,-3.5809145726153986,pre
201850,139.4902354341218,143.09837,-3.6081379789641517,pre
201851,155.3666465399686,152.317,3.0496451971951615,pre
201852,143.3643998510654,143.20302,0.16138166258883757,pre
201901,165.38335515400766,173.6494,-8.266043649703278,pre
201902,155.53611271487532,151.6902,3.845911909211253,pre
201903,135.09835166855527,128.71489,6.38346214218808,pre
201904,122.33402088658444,129.04024,-6.706216540173372,pre
201905,125.9600883361475,121.91026,4.0498252746240695,pre
201906,122.58937372570551,125.0809,-2.4915283739038614,pre
201907,109.14385968500092,110.48619,-1.3423311108975184,pre
201908,115.5379596610155,117.648315,-2.110355768671994,pre
201909,84.31626752581944,83.06234,1.2539277431045974,pre
201910,60.53149269335259,62.14612,-1.6146254707099104,pre
201911,49.61256663958073,50.492092,-0.8795254929876322,pre
201912,49.612947062186144,50.67979,-1.0668434346400275,pre
201913,50.72759853325133,52.9027,-2.1750999835943716,pre
201914,50.57531907291497,49.339672,1.2356469842919253,pre
201915,45.05427465579596,41.819332,3.234942532993223,pre
201916,39.33678852407049,38.218414,1.1183742174298672,pre
201917,39.58335848189501,39.823086,-0.23972730301709788,pre
201918,39.93291746870499,39.1529,0.7800167729042116,pre
201919,34.31610289605006,36.451862,-2.1357594391550165,pre
201920,43.53770409178734,41.728737,1.8089672143459339,pre
201921,30.45265249974777,32.903294,-2.45064110987137,pre
201922,28.40436871929685,27.373716,1.030652364926734,pre
201923,26.70024500252553,27.32608,-0.6258353197400943,pre
201924,25.2589434231741,25.431358,-0.17241491422824495,pre
201925,24.948826252603244,24.55924,0.38958591141672017,pre
201926,25.20195065792449,24.787598,0.4143530016744883,pre
201927,24.434928264918785,24.690243,-0.2553145024151995,pre
201928,24.61141737760898,24.06458,0.5468364602505815,pre
201929,25.053469790915408,24.465355,0.5881148714818139,pre
201930,22.757502032719906,23.32557,-0.5680671201121257,pre
201931,21.26405449937355,23.002132,-1.738077916397934,pre
201932,22.589718976563216,22.484238,0.10548130566477809,pre
201933,24.18949889873847,23.114777,1.0747222874103457,pre
201934,23.89801014837328,25.081114,-1.1831036669343362,pre
201935,25.5562419040468,26.210825,-0.654583062383864,pre
201936,26.406166777971546,25.128122,1.2780444482596316,pre
201937,29.354841771671573,26.997856,2.3569856315348545,pre
201938,27.99754988567829,28.456413,-0.4588633833646796,pre
201939,28.8340352705694,30.68048,-1.8464437791132156,pre
201940,31.66205867232592,31.678547,-0.016488233191658708,pre
201941,32.975388527296154,33.28035,-0.3049612041491585,pre
201942,43.101693887183885,44.62451,-1.5228178315661154,pre
201943,46.486700490688285,46.76672,-0.2800193274269489,pre
201944,63.3152630439014,62.972523,0.3427403083057001,pre
201945,76.93040625892634,71.83728,5.0931259854888395,pre
201946,68.62624092052003,67.71637,0.9098712916137828,pre
201947,68.81070433490292,71.51351,-2.702807322811921,pre
201948,85.41546157000691,92.50267,-7.087208718079026,pre
201949,106.1738358262556,101.87384,4.299995494224348,pre
201950,113.15868982553698,120.67255,-7.513856561181768,pre
201951,85.95455950404921,83.82591,2.128647028463277,pre
201952,100.56302648143412,102.073204,-1.510177559093222,pre
202001,110.89109917657912,109.256226,1.634873590641618,pre
202002,81.12447600733972,80.66393,0.46054320704675433,pre
202003,105.88514437852236,108.67889,-2.7937420350518636,pre
202004,104.76092837781674,106.98865,-2.2277190831207605,pre
202005,96.38114519967796,94.20706,2.1740834320998346,pre
