fips,city,primary_industry_gdp_share_pct,secondary_industry_gdp_share_pct,gdp_per_capita_cny,registered_population_10k,cov_distance
88,达,2.9014855120162237,3.5505183222739722,10.43498819244715,6.492233352210137,0.38910782269174216
90,邵阳,2.823094940187445,3.438931614597096,10.263872533040985,6.71585228273911,0.6895727484534081
66,湛江,2.937718357885344,3.551583320931529,10.651764224657382,6.749485087590676,0.707931824052988
71,玉林,2.9205770656080032,3.3855045871321376,10.268359521381441,6.60185105373112,0.7110848675022293
36,怀化,2.6263552787763604,3.3646536270270486,10.398293275126123,6.260092748097578,0.7116722676455456
52,梅,2.9274476927866093,3.4435838771587566,10.22329362746557,6.302838906631547,0.7176905164272717
9,亳,2.6903307159495164,3.598151485250017,10.32965152858429,6.4948797570347025,0.7383909988805754
65,清远,2.7479621449306597,3.5165652273836128,10.666013953593136,6.099892501498689,0.7586439809175598
104,黄冈,2.9201115538593747,3.6331495615140716,10.455884859262454,6.602791101186454,0.7794617457870879
93,钦,2.994021615213579,3.532009266380204,10.612585010929443,6.033283155171792,0.8064452221331508
47,曲靖,2.870990764927848,3.636148708095139,10.62261008584853,6.502289756877754,0.8286917057124927
33,广安,2.7653896387038097,3.604240763749971,10.570513026412396,6.129436571894677,0.833274938507242
10,信阳,2.9226227246522285,3.60127485586037,10.625055139282615,6.815319071768085,0.8742460130354296
79,荆,2.920608115440311,3.6457117365607417,10.642665540354571,6.456910226772105,0.8926154045015696
83,衡阳,2.4481216860935717,3.4962194188476694,10.747429907098722,6.680415137133707,0.9390098423232126
54,毕节,3.128283679556086,3.3987311640496256,10.267820235422295,6.843358826978957,0.947620991490108
12,内江,2.8189664033327007,3.6019461504186006,10.608452300848997,6.012920440803244,0.9645439051090748
84,贵港,2.8306406412342167,3.6482544588276475,10.261111279759275,6.334829731085252,1.005030071325271
78,茂名,2.8745148139828074,3.550287653513644,10.842136217652248,6.705782401026566,1.0176757130837188
87,资阳,2.8897051851716085,3.554198189063411,10.484242575076534,5.836777920756486,1.0346433219660875
