fips,city,primary_industry_gdp_share_pct,secondary_industry_gdp_share_pct,gdp_per_capita_cny,registered_population_10k,cov_distance
70,邯郸,2.2722577418642147,3.792201111751831,10.519999871758474,6.965965510299844,0.5309840131552622
58,菏泽,2.2741439563484334,3.798804365401014,10.538142285589421,6.933220597738123,0.5326606244999071
54,石家庄,2.030560763953551,3.492478423947261,10.894612354111645,6.933951722973121,0.6911359266947384
10,保定,2.4736953563032356,3.607508824823209,10.381353702694131,7.099611587843825,0.7901527190158627
57,聊城,2.52393728879193,3.676542862035566,10.654685381101155,6.471477087830584,0.9263410882115058
69,邢台,2.5818604605864492,3.6697974825592787,10.292659688323013,6.683907370336238,1.1274562100532122
14,吉林,2.3027833213440183,3.5620464491847135,10.610977925553593,6.0191647059804305,1.4125636726380715
47,渭南,2.892078794878504,3.64053557830359,10.470303512718338,6.297708440610259,1.4782009882960356
61,衡水,2.6403266100839415,3.555789405926128,10.463384521727594,6.12564024633766,1.4934353718910534
31,廊坊,1.8789257504140544,3.513706284679989,11.065774586675374,6.180387036252132,1.5051211916144316
19,咸阳,2.608937203370573,3.8922722753230037,10.880671670372312,6.127450946452837,1.5455723852984387
66,运城,2.751125680431616,3.561947307867853,10.316858628397961,6.241249693982306,1.5738468661923373
46,沈阳,1.4733026550975596,3.550220815678473,11.243913878596894,6.625067044727913,1.617572413403041
48,滨,2.227538592373576,3.7554741034899015,11.076982518080625,5.985194374398525,1.6436827062891837
45,汉中,2.7012305653772475,3.7770051226118166,10.722542357139979,5.942415242429604,1.657582537659605
33,张家口,2.7509681791467653,3.395862381358662,10.488831888562435,6.139827336738979,1.6741408267860411
38,晋中,2.052648598075857,3.8275542505240403,10.672931958189983,5.813073007878706,1.6834788632560087
79,鞍山,1.781456336861012,3.727814436459011,10.802884594466056,5.827993543221986,1.7013363171421787
63,赤峰,2.9665645412527617,3.418678615757722,10.57819910185433,6.1285426815287245,1.7796243550682116
36,承德,2.9876059533315806,3.5243589173879877,10.660515583696904,5.945578668131861,1.8708276865252895
