city,treated,pop,pm25,time,year,week
七台河,0,78.0,60.95071485829641,2018-01-07,2018,1
七台河,0,78.0,58.25492934624546,2018-01-14,2018,2
七台河,0,78.0,64.55497472438358,2018-01-21,2018,3
七台河,0,78.0,60.22275326039417,2018-01-28,2018,4
七台河,0,78.0,66.24760532437398,2018-02-04,2018,5
七台河,0,78.0,66.64290470208927,2018-02-11,2018,6
七台河,0,78.0,76.33834993605699,2018-02-18,2018,7
七台河,0,78.0,51.77125546573826,2018-02-25,2018,8
七台河,0,78.0,63.66157695703621,2018-03-04,2018,9
七台河,0,78.0,44.31899822918719,2018-03-11,2018,10
七台河,0,78.0,44.29319933638757,2018-03-18,2018,11
七台河,0,78.0,44.824589988113736,2018-03-25,2018,12
七台河,0,78.0,56.07207335394585,2018-04-01,2018,13
七台河,0,78.0,69.09185319549098,2018-04-08,2018,14
七台河,0,78.0,42.30314753764151,2018-04-15,2018,15
七台河,0,78.0,52.82519499603463,2018-04-22,2018,16
七台河,0,78.0,48.56160542184496,2018-04-29,2018,17
七台河,0,78.0,28.776150834341788,2018-05-06,2018,18
七台河,0,78.0,26.97016757237469,2018-05-13,2018,19
七台河,0,78.0,26.284119596346056,2018-05-20,2018,20
七台河,0,78.0,21.9432392130252,2018-05-27,2018,21
七台河,0,78.0,29.306819998287377,2018-06-03,2018,22
七台河,0,78.0,20.92205968369029,2018-06-10,2018,23
七台河,0,78.0,18.73781641144616,2018-06-17,2018,24
七台河,0,78.0,16.447665245842256,2018-06-24,2018,25
七台河,0,78.0,17.080483041021132,2018-07-01,2018,26
七台河,0,78.0,17.340927828893776,2018-07-08,2018,27
七台河,0,78.0,17.142474430971202,2018-07-15,2018,28
七台河,0,78.0,17.33112702503033,2018-07-22,2018,29
七台河,0,78.0,17.193107272899272,2018-07-29,2018,30
七台河,0,78.0,15.929367513352991,2018-08-05,2018,31
七台河,0,78.0,15.213982786238192,2018-08-12,2018,32
七台河,0,78.0,14.78684273542464,2018-08-19,2018,33
七台河,0,78.0,14.205736355826192,2018-08-26,2018,34
七台河,0,78.0,13.014588764283022,2018-09-02,2018,35
七台河,0,78.0,12.434125137390508,2018-09-09,2018,36
七台河,0,78.0,12.791170731479625,2018-09-16,2018,37
七台河,0,78.0,13.779200657175355,2018-09-23,2018,38
七台河,0,78.0,16.72309501762249,2018-09-30,2018,39
七台河,0,78.0,16.963484743647044,2018-10-07,2018,40
七台河,0,78.0,16.709207753797912,2018-10-14,2018,41
七台河,0,78.0,19.235918603710783,2018-10-21,2018,42
七台河,0,78.0,22.19715151404709,2018-10-28,2018,43
七台河,0,78.0,26.29579395131819,2018-11-04,2018,44
七台河,0,78.0,24.579360353604297,2018-11-11,2018,45
七台河,0,78.0,27.23668146723861,2018-11-18,2018,46
七台河,0,78.0,27.03361644354543,2018-11-25,2018,47
七台河,0,78.0,29.18547707401349,2018-12-02,2018,48
七台河,0,78.0,34.18892583987857,2018-12-09,2018,49
七台河,0,78.0,52.10944182361256,2018-12-16,2018,50
七台河,0,78.0,35.956097511131574,2018-12-23,2018,51
七台河,0,78.0,63.21252245122509,2018-12-30,2018,52
七台河,0,77.0,49.32648697581436,2019-01-06,2019,1
七台河,0,77.0,47.07569043844189,2019-01-13,2019,2
七台河,0,77.0,53.12805388368879,2019-01-20,2019,3
七台河,0,77.0,45.36893415373385,2019-01-27,2019,4
七台河,0,77.0,45.91496853636223,2019-02-03,2019,5
七台河,0,77.0,53.561389351431146,2019-02-10,2019,6
七台河,0,77.0,66.18631819932234,2019-02-17,2019,7
七台河,0,77.0,75.91295591348823,2019-02-24,2019,8
七台河,0,77.0,129.07561857565244,2019-03-03,2019,9
七台河,0,77.0,42.73710946815272,2019-03-10,2019,10
七台河,0,77.0,41.70517345244523,2019-03-17,2019,11
七台河,0,77.0,55.62217478449512,2019-03-24,2019,12
七台河,0,77.0,41.84188772910389,2019-03-31,2019,13
七台河,0,77.0,43.60881062696428,2019-04-07,2019,14
七台河,0,77.0,35.486223063723386,2019-04-14,2019,15
七台河,0,77.0,55.1736381178147,2019-04-21,2019,16
七台河,0,77.0,47.22136420381142,2019-04-28,2019,17
七台河,0,77.0,29.263230367122663,2019-05-05,2019,18
七台河,0,77.0,26.701336496597072,2019-05-12,2019,19
七台河,0,77.0,26.13283034640749,2019-05-19,2019,20
七台河,0,77.0,20.27578009193908,2019-05-26,2019,21
七台河,0,77.0,18.73539256092041,2019-06-02,2019,22
七台河,0,77.0,16.500218863507286,2019-06-09,2019,23
七台河,0,77.0,14.030969184279844,2019-06-16,2019,24
七台河,0,77.0,12.69854689163503,2019-06-23,2019,25
七台河,0,77.0,12.689156424291616,2019-06-30,2019,26
七台河,0,77.0,12.642350365684354,2019-07-07,2019,27
七台河,0,77.0,12.4945284576625,2019-07-14,2019,28
七台河,0,77.0,12.46738169357659,2019-07-21,2019,29
七台河,0,77.0,12.51987618341368,2019-07-28,2019,30
七台河,0,77.0,12.61945408217254,2019-08-04,2019,31
七台河,0,77.0,12.57981725108102,2019-08-11,2019,32
七台河,0,77.0,12.673680956409145,2019-08-18,2019,33
七台河,0,77.0,12.87288227649217,2019-08-25,2019,34
七台河,0,77.0,13.429100913800577,2019-09-01,2019,35
七台河,0,77.0,13.018090996682105,2019-09-08,2019,36
七台河,0,77.0,13.372668807577297,2019-09-15,2019,37
七台河,0,77.0,14.782424345267998,2019-09-22,2019,38
七台河,0,77.0,18.520923261426283,2019-09-29,2019,39
七台河,0,77.0,19.704986800344287,2019-10-06,2019,40
七台河,0,77.0,19.436731523184623,2019-10-13,2019,41
七台河,0,77.0,22.665267154617325,2019-10-20,2019,42
七台河,0,77.0,26.59618228644576,2019-10-27,2019,43
七台河,0,77.0,30.73548567621792,2019-11-03,2019,44
七台河,0,77.0,29.024052284616705,2019-11-10,2019,45
七台河,0,77.0,32.44481660743748,2019-11-17,2019,46
七台河,0,77.0,31.78470155623716,2019-11-24,2019,47
七台河,0,77.0,35.74877153044614,2019-12-01,2019,48
七台河,0,77.0,41.25196874296015,2019-12-08,2019,49
七台河,0,77.0,52.201428601143576,2019-12-15,2019,50
七台河,0,77.0,57.68787106663596,2019-12-22,2019,51
七台河,0,77.0,78.26199618149946,2019-12-29,2019,52
七台河,0,76.0,66.75054078962133,2020-01-05,2020,1
七台河,0,76.0,70.26670185631798,2020-01-12,2020,2
七台河,0,76.0,89.83829068669303,2020-01-19,2020,3
七台河,0,76.0,67.63938440983932,2020-01-26,2020,4
七台河,0,76.0,48.833636152278814,2020-02-02,2020,5
七台河,0,76.0,46.73091488339716,2020-02-09,2020,6
七台河,0,76.0,41.08593574449493,2020-02-16,2020,7
七台河,0,76.0,35.922914114735626,2020-02-23,2020,8
七台河,0,76.0,36.69838132562034,2020-03-01,2020,9
七台河,0,76.0,32.84112403733385,2020-03-08,2020,10
七台河,0,76.0,28.22180903193795,2020-03-15,2020,11
七台河,0,76.0,28.83168940368688,2020-03-22,2020,12
七台河,0,76.0,26.90138368410745,2020-03-29,2020,13
七台河,0,76.0,34.3116654157552,2020-04-05,2020,14
七台河,0,76.0,34.28900508505875,2020-04-12,2020,15
七台河,0,76.0,67.35889687652215,2020-04-19,2020,16
七台河,0,76.0,59.530945302116976,2020-04-26,2020,17
七台河,0,76.0,29.46612620066883,2020-05-03,2020,18
七台河,0,76.0,22.72073477938984,2020-05-10,2020,19
七台河,0,76.0,20.61390825600549,2020-05-17,2020,20
七台河,0,76.0,17.382369634782634,2020-05-24,2020,21
七台河,0,76.0,16.833307892388977,2020-05-31,2020,22
七台河,0,76.0,15.615289717238555,2020-06-07,2020,23
七台河,0,76.0,14.232679500993203,2020-06-14,2020,24
七台河,0,76.0,12.266415041127196,2020-06-21,2020,25
七台河,0,76.0,11.365321761174965,2020-06-28,2020,26
七台河,0,76.0,11.210712574928316,2020-07-05,2020,27
七台河,0,76.0,10.337245424713402,2020-07-12,2020,28
七台河,0,76.0,10.306339105169886,2020-07-19,2020,29
七台河,0,76.0,10.358699614142305,2020-07-26,2020,30
七台河,0,76.0,9.843898333637354,2020-08-02,2020,31
七台河,0,76.0,9.964282135147602,2020-08-09,2020,32
七台河,0,76.0,10.026981839963858,2020-08-16,2020,33
七台河,0,76.0,10.171334921429889,2020-08-23,2020,34
七台河,0,76.0,13.285115169593048,2020-08-30,2020,35
七台河,0,76.0,13.755752170192288,2020-09-06,2020,36
七台河,0,76.0,14.083151131911103,2020-09-13,2020,37
七台河,0,76.0,15.77502955771068,2020-09-20,2020,38
七台河,0,76.0,18.301989972098124,2020-09-27,2020,39
七台河,0,76.0,21.180137185922725,2020-10-04,2020,40
七台河,0,76.0,20.799387891477064,2020-10-11,2020,41
七台河,0,76.0,23.200184135133064,2020-10-18,2020,42
七台河,0,76.0,27.89340590416693,2020-10-25,2020,43
七台河,0,76.0,34.2973684203912,2020-11-01,2020,44
七台河,0,76.0,35.43494740647981,2020-11-08,2020,45
七台河,0,76.0,37.53902640235424,2020-11-15,2020,46
七台河,0,76.0,36.645213871903856,2020-11-22,2020,47
七台河,0,76.0,51.109852237303045,2020-11-29,2020,48
七台河,0,76.0,61.99093518730356,2020-12-06,2020,49
七台河,0,76.0,65.21973211713323,2020-12-13,2020,50
七台河,0,76.0,57.600906048091765,2020-12-20,2020,51
七台河,0,76.0,68.83085346954988,2020-12-27,2020,52
七台河,0,75.0,65.27562476019533,2021-01-03,2020,53
七台河,0,75.0,62.73804097864299,2021-01-10,2021,1
七台河,0,75.0,70.85388161627452,2021-01-17,2021,2
七台河,0,75.0,70.95297652225152,2021-01-24,2021,3
七台河,0,75.0,63.49473767188066,2021-01-31,2021,4
七台河,0,75.0,62.19955084109307,2021-02-07,2021,5
七台河,0,75.0,58.92775503006223,2021-02-14,2021,6
七台河,0,75.0,49.177725845394015,2021-02-21,2021,7
七台河,0,75.0,46.388611673707054,2021-02-28,2021,8
七台河,0,75.0,39.28149055561317,2021-03-07,2021,9
七台河,0,75.0,34.06773809911763,2021-03-14,2021,10
七台河,0,75.0,32.30322536318536,2021-03-21,2021,11
七台河,0,75.0,27.790181679568697,2021-03-28,2021,12
七台河,0,75.0,24.56905672925058,2021-04-04,2021,13
七台河,0,75.0,31.71889053543821,2021-04-11,2021,14
七台河,0,75.0,49.62996503380881,2021-04-18,2021,15
七台河,0,75.0,80.09705203436155,2021-04-25,2021,16
七台河,0,75.0,25.28869845544342,2021-05-02,2021,17
七台河,0,75.0,18.42976446948272,2021-05-09,2021,18
七台河,0,75.0,18.07505631325673,2021-05-16,2021,19
七台河,0,75.0,15.745782450244262,2021-05-23,2021,20
七台河,0,75.0,14.429979037331815,2021-05-30,2021,21
七台河,0,75.0,13.748032391141743,2021-06-06,2021,22
七台河,0,75.0,12.007669809353656,2021-06-13,2021,23
七台河,0,75.0,10.539176547693902,2021-06-20,2021,24
七台河,0,75.0,10.221422236329742,2021-06-27,2021,25
七台河,0,75.0,10.220753702144538,2021-07-04,2021,26
七台河,0,75.0,10.007818221945316,2021-07-11,2021,27
七台河,0,75.0,9.884454067257543,2021-07-18,2021,28
七台河,0,75.0,10.008859859322028,2021-07-25,2021,29
七台河,0,75.0,10.068166955029858,2021-08-01,2021,30
七台河,0,75.0,10.167494433564414,2021-08-08,2021,31
七台河,0,75.0,10.216876267267947,2021-08-15,2021,32
七台河,0,75.0,10.389889103800153,2021-08-22,2021,33
七台河,0,75.0,10.603293391550414,2021-08-29,2021,34
七台河,0,75.0,10.748738501637554,2021-09-05,2021,35
七台河,0,75.0,11.05340589767266,2021-09-12,2021,36
七台河,0,75.0,11.772581140942297,2021-09-19,2021,37
七台河,0,75.0,13.403943768120772,2021-09-26,2021,38
七台河,0,75.0,16.711923641562148,2021-10-03,2021,39
七台河,0,75.0,17.194439709594082,2021-10-10,2021,40
七台河,0,75.0,19.28440864057608,2021-10-17,2021,41
七台河,0,75.0,26.50599535202111,2021-10-24,2021,42
七台河,0,75.0,36.42816669254768,2021-10-31,2021,43
七台河,0,75.0,32.90577055126145,2021-11-07,2021,44
七台河,0,75.0,32.76529412571021,2021-11-14,2021,45
七台河,0,75.0,32.907867614609856,2021-11-21,2021,46
七台河,0,75.0,35.30566540833882,2021-11-28,2021,47
七台河,0,75.0,33.23380050128369,2021-12-05,2021,48
七台河,0,75.0,39.38303553955772,2021-12-12,2021,49
七台河,0,75.0,39.83370405329977,2021-12-19,2021,50
七台河,0,75.0,45.055115587438856,2021-12-26,2021,51
七台河,0,74.0,48.29310115098231,2022-01-02,2021,52
七台河,0,74.0,51.69215897685006,2022-01-09,2022,1
七台河,0,74.0,59.39697115258944,2022-01-16,2022,2
七台河,0,74.0,70.29188678928783,2022-01-23,2022,3
七台河,0,74.0,67.85658385405087,2022-01-30,2022,4
七台河,0,74.0,55.70369858908653,2022-02-06,2022,5
七台河,0,74.0,52.43158861067181,2022-02-13,2022,6
七台河,0,74.0,48.00231758007372,2022-02-20,2022,7
七台河,0,74.0,39.43392570230984,2022-02-27,2022,8
七台河,0,74.0,33.41949559145577,2022-03-06,2022,9
七台河,0,74.0,30.27898925307047,2022-03-13,2022,10
七台河,0,74.0,30.644866397637987,2022-03-20,2022,11
七台河,0,74.0,28.417846574280546,2022-03-27,2022,12
七台河,0,74.0,28.839307474513724,2022-04-03,2022,13
七台河,0,74.0,35.200965339484505,2022-04-10,2022,14
七台河,0,74.0,47.00343203717156,2022-04-17,2022,15
七台河,0,74.0,77.35722543025665,2022-04-24,2022,16
七台河,0,74.0,28.240469125059832,2022-05-01,2022,17
七台河,0,74.0,19.10466103875776,2022-05-08,2022,18
七台河,0,74.0,17.925803303139205,2022-05-15,2022,19
七台河,0,74.0,16.034124757854002,2022-05-22,2022,20
七台河,0,74.0,14.575872004248314,2022-05-29,2022,21
七台河,0,74.0,14.253810651119752,2022-06-05,2022,22
七台河,0,74.0,12.132181926781584,2022-06-12,2022,23
七台河,0,74.0,10.720046166742842,2022-06-19,2022,24
七台河,0,74.0,10.135070440004316,2022-06-26,2022,25
七台河,0,74.0,10.03764822476978,2022-07-03,2022,26
七台河,0,74.0,9.99766976049782,2022-07-10,2022,27
七台河,0,74.0,9.867787766195605,2022-07-17,2022,28
七台河,0,74.0,9.982657127991496,2022-07-24,2022,29
七台河,0,74.0,9.992527990626614,2022-07-31,2022,30
七台河,0,74.0,10.068224003216962,2022-08-07,2022,31
七台河,0,74.0,10.087331945327003,2022-08-14,2022,32
七台河,0,74.0,10.203353473099035,2022-08-21,2022,33
七台河,0,74.0,9.937870755472265,2022-08-28,2022,34
七台河,0,74.0,9.9926373791049,2022-09-04,2022,35
七台河,0,74.0,10.309972998372134,2022-09-11,2022,36
七台河,0,74.0,10.696021109738863,2022-09-18,2022,37
七台河,0,74.0,11.745071529420237,2022-09-25,2022,38
七台河,0,74.0,15.53751500887029,2022-10-02,2022,39
七台河,0,74.0,16.2446041398408,2022-10-09,2022,40
七台河,0,74.0,22.19578799722512,2022-10-16,2022,41
七台河,0,74.0,21.91131028913732,2022-10-23,2022,42
七台河,0,74.0,29.66353511926567,2022-10-30,2022,43
七台河,0,74.0,35.14728004125187,2022-11-06,2022,44
七台河,0,74.0,38.57491109261058,2022-11-13,2022,45
七台河,0,74.0,38.16843538339741,2022-11-20,2022,46
七台河,0,74.0,31.60698067860944,2022-11-27,2022,47
七台河,0,74.0,27.93887239921057,2022-12-04,2022,48
七台河,0,74.0,32.032109020730694,2022-12-11,2022,49
七台河,0,74.0,36.9042821781692,2022-12-18,2022,50
七台河,0,74.0,45.31633249563737,2022-12-25,2022,51
三明,0,289.0,30.885535015162333,2018-01-07,2018,1
三明,0,289.0,30.28264386267104,2018-01-14,2018,2
三明,0,289.0,42.45487976366566,2018-01-21,2018,3
三明,0,289.0,27.15447349330348,2018-01-28,2018,4
三明,0,289.0,39.04067374620267,2018-02-04,2018,5
三明,0,289.0,46.692892871107375,2018-02-11,2018,6
三明,0,289.0,48.08271565264321,2018-02-18,2018,7
三明,0,289.0,21.955647320513727,2018-02-25,2018,8
三明,0,289.0,20.805398359208965,2018-03-04,2018,9
三明,0,289.0,22.45991371084789,2018-03-11,2018,10
三明,0,289.0,33.30275772362238,2018-03-18,2018,11
三明,0,289.0,35.70980093625634,2018-03-25,2018,12
三明,0,289.0,32.67768003235682,2018-04-01,2018,13
三明,0,289.0,37.8125132074784,2018-04-08,2018,14
三明,0,289.0,36.92539735169368,2018-04-15,2018,15
三明,0,289.0,35.28965085787291,2018-04-22,2018,16
三明,0,289.0,28.647003691973445,2018-04-29,2018,17
三明,0,289.0,28.6317291357546,2018-05-06,2018,18
三明,0,289.0,25.45716660471808,2018-05-13,2018,19
三明,0,289.0,24.043002325884903,2018-05-20,2018,20
三明,0,289.0,25.923852477261,2018-05-27,2018,21
三明,0,289.0,19.985907919861024,2018-06-03,2018,22
三明,0,289.0,18.77768383871516,2018-06-10,2018,23
三明,0,289.0,18.541475158245788,2018-06-17,2018,24
三明,0,289.0,18.142732529665896,2018-06-24,2018,25
三明,0,289.0,19.24619699666299,2018-07-01,2018,26
三明,0,289.0,17.60005019268961,2018-07-08,2018,27
三明,0,289.0,16.655831074729562,2018-07-15,2018,28
三明,0,289.0,17.482000611647255,2018-07-22,2018,29
三明,0,289.0,19.66372336184016,2018-07-29,2018,30
三明,0,289.0,19.66575758927545,2018-08-05,2018,31
三明,0,289.0,20.886914101719032,2018-08-12,2018,32
三明,0,289.0,19.90665589133296,2018-08-19,2018,33
三明,0,289.0,19.468524598155703,2018-08-26,2018,34
三明,0,289.0,18.591411881459383,2018-09-02,2018,35
三明,0,289.0,20.0180804973742,2018-09-09,2018,36
三明,0,289.0,19.330398789263352,2018-09-16,2018,37
三明,0,289.0,18.789477597373725,2018-09-23,2018,38
三明,0,289.0,22.724984456468647,2018-09-30,2018,39
三明,0,289.0,30.222633254400325,2018-10-07,2018,40
三明,0,289.0,31.036726749452345,2018-10-14,2018,41
三明,0,289.0,25.33138911417108,2018-10-21,2018,42
三明,0,289.0,28.35026667239048,2018-10-28,2018,43
三明,0,289.0,26.42416393354088,2018-11-04,2018,44
三明,0,289.0,23.00769810104965,2018-11-11,2018,45
三明,0,289.0,23.44300626210158,2018-11-18,2018,46
三明,0,289.0,22.757915656388377,2018-11-25,2018,47
三明,0,289.0,26.78967135737341,2018-12-02,2018,48
三明,0,289.0,26.16619647505847,2018-12-09,2018,49
三明,0,289.0,24.04745507285592,2018-12-16,2018,50
三明,0,289.0,28.902314697294777,2018-12-23,2018,51
三明,0,289.0,30.86566375429833,2018-12-30,2018,52
三明,0,289.0,26.78376340099544,2019-01-06,2019,1
三明,0,289.0,21.61590034835585,2019-01-13,2019,2
三明,0,289.0,26.60590339361513,2019-01-20,2019,3
三明,0,289.0,34.288191906883604,2019-01-27,2019,4
三明,0,289.0,31.019565097516168,2019-02-03,2019,5
三明,0,289.0,24.67332280101279,2019-02-10,2019,6
三明,0,289.0,20.27870654728091,2019-02-17,2019,7
三明,0,289.0,19.53863171238697,2019-02-24,2019,8
三明,0,289.0,19.6141857284882,2019-03-03,2019,9
三明,0,289.0,22.656019797496768,2019-03-10,2019,10
三明,0,289.0,29.462851810512426,2019-03-17,2019,11
三明,0,289.0,30.069718511447576,2019-03-24,2019,12
三明,0,289.0,28.99964821579642,2019-03-31,2019,13
三明,0,289.0,29.7847354940992,2019-04-07,2019,14
三明,0,289.0,30.59310988824913,2019-04-14,2019,15
三明,0,289.0,29.755232876979942,2019-04-21,2019,16
三明,0,289.0,24.27694688860505,2019-04-28,2019,17
三明,0,289.0,25.58542931865085,2019-05-05,2019,18
三明,0,289.0,24.83229038713364,2019-05-12,2019,19
三明,0,289.0,21.8621494942048,2019-05-19,2019,20
三明,0,289.0,23.22468862803209,2019-05-26,2019,21
三明,0,289.0,19.95714381966621,2019-06-02,2019,22
三明,0,289.0,18.373703924736045,2019-06-09,2019,23
三明,0,289.0,17.805550404121774,2019-06-16,2019,24
三明,0,289.0,18.51871920412172,2019-06-23,2019,25
三明,0,289.0,19.017858461354308,2019-06-30,2019,26
三明,0,289.0,16.641842017726173,2019-07-07,2019,27
三明,0,289.0,17.304476231400837,2019-07-14,2019,28
三明,0,289.0,18.854134193724896,2019-07-21,2019,29
三明,0,289.0,18.048353625940425,2019-07-28,2019,30
三明,0,289.0,16.711459328323958,2019-08-04,2019,31
三明,0,289.0,17.49659045302719,2019-08-11,2019,32
三明,0,289.0,22.72066815795654,2019-08-18,2019,33
三明,0,289.0,22.492748284025502,2019-08-25,2019,34
三明,0,289.0,19.125727419319865,2019-09-01,2019,35
三明,0,289.0,20.41009914443191,2019-09-08,2019,36
三明,0,289.0,22.520693396878528,2019-09-15,2019,37
三明,0,289.0,22.36681426113447,2019-09-22,2019,38
三明,0,289.0,24.82151806108413,2019-09-29,2019,39
三明,0,289.0,27.626106464453144,2019-10-06,2019,40
三明,0,289.0,28.36277164790889,2019-10-13,2019,41
三明,0,289.0,26.4405568787413,2019-10-20,2019,42
三明,0,289.0,29.82039983034701,2019-10-27,2019,43
三明,0,289.0,28.81947487720421,2019-11-03,2019,44
三明,0,289.0,28.507089794270964,2019-11-10,2019,45
三明,0,289.0,28.797249377438,2019-11-17,2019,46
三明,0,289.0,22.552986108225525,2019-11-24,2019,47
三明,0,289.0,22.41296082990861,2019-12-01,2019,48
三明,0,289.0,25.046247307529548,2019-12-08,2019,49
三明,0,289.0,27.06900086380641,2019-12-15,2019,50
三明,0,289.0,26.65245043380911,2019-12-22,2019,51
三明,0,289.0,28.254882702716493,2019-12-29,2019,52
三明,0,288.0,26.84600170639248,2020-01-05,2020,1
三明,0,288.0,22.28173961904508,2020-01-12,2020,2
三明,0,288.0,22.5667090768804,2020-01-19,2020,3
三明,0,288.0,23.716384518683185,2020-01-26,2020,4
三明,0,288.0,23.472531373460203,2020-02-02,2020,5
三明,0,288.0,20.494638868364618,2020-02-09,2020,6
三明,0,288.0,17.859801291164814,2020-02-16,2020,7
三明,0,288.0,18.41639521576495,2020-02-23,2020,8
三明,0,288.0,17.558836570730897,2020-03-01,2020,9
三明,0,288.0,20.1386486637323,2020-03-08,2020,10
三明,0,288.0,25.26341417037128,2020-03-15,2020,11
三明,0,288.0,28.054561974602784,2020-03-22,2020,12
三明,0,288.0,26.53770292722273,2020-03-29,2020,13
三明,0,288.0,27.437328369508368,2020-04-05,2020,14
三明,0,288.0,29.367669058537057,2020-04-12,2020,15
三明,0,288.0,29.41124736865504,2020-04-19,2020,16
三明,0,288.0,24.44005621462525,2020-04-26,2020,17
三明,0,288.0,26.40157176508222,2020-05-03,2020,18
三明,0,288.0,23.93063424647422,2020-05-10,2020,19
三明,0,288.0,21.155204635121507,2020-05-17,2020,20
三明,0,288.0,21.64004432451016,2020-05-24,2020,21
三明,0,288.0,18.784154677669207,2020-05-31,2020,22
三明,0,288.0,17.24397533474437,2020-06-07,2020,23
三明,0,288.0,16.984036438910547,2020-06-14,2020,24
三明,0,288.0,17.809751058470635,2020-06-21,2020,25
三明,0,288.0,18.36335186094897,2020-06-28,2020,26
三明,0,288.0,17.43738579619145,2020-07-05,2020,27
三明,0,288.0,17.38097838768079,2020-07-12,2020,28
三明,0,288.0,19.74644058207103,2020-07-19,2020,29
三明,0,288.0,19.498059914344832,2020-07-26,2020,30
三明,0,288.0,16.98250052712166,2020-08-02,2020,31
三明,0,288.0,13.911472819958414,2020-08-09,2020,32
三明,0,288.0,17.51341057856594,2020-08-16,2020,33
三明,0,288.0,19.11783000388032,2020-08-23,2020,34
三明,0,288.0,21.31289617061615,2020-08-30,2020,35
三明,0,288.0,24.98269067943664,2020-09-06,2020,36
三明,0,288.0,21.24469442429429,2020-09-13,2020,37
三明,0,288.0,20.73430462024325,2020-09-20,2020,38
三明,0,288.0,20.248152031014605,2020-09-27,2020,39
三明,0,288.0,22.073286755867347,2020-10-04,2020,40
三明,0,288.0,22.488703522979858,2020-10-11,2020,41
三明,0,288.0,21.66870346936728,2020-10-18,2020,42
三明,0,288.0,23.855223423903706,2020-10-25,2020,43
三明,0,288.0,24.172176477201685,2020-11-01,2020,44
三明,0,288.0,25.588638855100392,2020-11-08,2020,45
三明,0,288.0,23.859442416918565,2020-11-15,2020,46
三明,0,288.0,19.99083272626624,2020-11-22,2020,47
三明,0,288.0,19.9459592337732,2020-11-29,2020,48
三明,0,288.0,26.206977055767386,2020-12-06,2020,49
三明,0,288.0,30.80445956340343,2020-12-13,2020,50
三明,0,288.0,30.461451896318422,2020-12-20,2020,51
三明,0,288.0,32.55768876585711,2020-12-27,2020,52
三明,0,287.0,36.5566657473456,2021-01-03,2020,53
三明,0,287.0,36.06196305733991,2021-01-10,2021,1
三明,0,287.0,36.853305011539234,2021-01-17,2021,2
三明,0,287.0,32.83907263463414,2021-01-24,2021,3
三明,0,287.0,30.42372455664309,2021-01-31,2021,4
三明,0,287.0,29.15117468122996,2021-02-07,2021,5
三明,0,287.0,27.32001052300605,2021-02-14,2021,6
三明,0,287.0,24.472776032785458,2021-02-21,2021,7
三明,0,287.0,23.570528296584264,2021-02-28,2021,8
三明,0,287.0,25.837254586993943,2021-03-07,2021,9
三明,0,287.0,28.8439363832048,2021-03-14,2021,10
三明,0,287.0,34.58825247771116,2021-03-21,2021,11
三明,0,287.0,32.55607140562932,2021-03-28,2021,12
三明,0,287.0,31.26325507023221,2021-04-04,2021,13
三明,0,287.0,30.13367290153332,2021-04-11,2021,14
三明,0,287.0,30.123785976810467,2021-04-18,2021,15
三明,0,287.0,26.204705918123324,2021-04-25,2021,16
三明,0,287.0,25.53732660554722,2021-05-02,2021,17
三明,0,287.0,25.17432227644466,2021-05-09,2021,18
三明,0,287.0,23.5596906168177,2021-05-16,2021,19
三明,0,287.0,23.345975495261808,2021-05-23,2021,20
三明,0,287.0,21.59844172821726,2021-05-30,2021,21
三明,0,287.0,19.98743335830314,2021-06-06,2021,22
三明,0,287.0,19.71772010493566,2021-06-13,2021,23
三明,0,287.0,19.875029929740705,2021-06-20,2021,24
三明,0,287.0,20.84230089772316,2021-06-27,2021,25
三明,0,287.0,21.29090245274135,2021-07-04,2021,26
三明,0,287.0,18.839822701658523,2021-07-11,2021,27
三明,0,287.0,20.653190189367248,2021-07-18,2021,28
三明,0,287.0,18.16540083559737,2021-07-25,2021,29
三明,0,287.0,21.58549242657707,2021-08-01,2021,30
三明,0,287.0,15.355672542296976,2021-08-08,2021,31
三明,0,287.0,18.453595229944625,2021-08-15,2021,32
三明,0,287.0,19.08424746746387,2021-08-22,2021,33
三明,0,287.0,19.022198289826147,2021-08-29,2021,34
三明,0,287.0,19.392254652060213,2021-09-05,2021,35
三明,0,287.0,19.78138399357104,2021-09-12,2021,36
三明,0,287.0,19.340833781371515,2021-09-19,2021,37
三明,0,287.0,18.884622359011853,2021-09-26,2021,38
三明,0,287.0,21.28354956943832,2021-10-03,2021,39
三明,0,287.0,18.715833745690777,2021-10-10,2021,40
三明,0,287.0,18.129059753236096,2021-10-17,2021,41
三明,0,287.0,21.14702736306029,2021-10-24,2021,42
三明,0,287.0,23.843087063483665,2021-10-31,2021,43
三明,0,287.0,24.292741196413125,2021-11-07,2021,44
三明,0,287.0,24.171227708916003,2021-11-14,2021,45
三明,0,287.0,24.27916586979798,2021-11-21,2021,46
三明,0,287.0,23.118171618464448,2021-11-28,2021,47
三明,0,287.0,24.184229399490505,2021-12-05,2021,48
三明,0,287.0,28.00562829062416,2021-12-12,2021,49
三明,0,287.0,30.556727023489504,2021-12-19,2021,50
三明,0,287.0,31.40459636113189,2021-12-26,2021,51
三明,0,286.0,34.94404412187807,2022-01-02,2021,52
三明,0,286.0,35.46525761184806,2022-01-09,2022,1
三明,0,286.0,37.78193459178294,2022-01-16,2022,2
三明,0,286.0,23.03756767594579,2022-01-23,2022,3
三明,0,286.0,20.244835546993784,2022-01-30,2022,4
