year_week,pm25_obs,pm25_cf,att,period
201801,46.57298345829028,48.67001,-2.0970261547468283,pre
201802,64.02216761351731,60.70445,3.3177189135661393,pre
201803,63.26222741803562,63.82155,-0.5593210438784411,pre
201804,54.283902891699846,54.654568,-0.37066482680601354,pre
201805,55.27887671359948,51.688236,3.5906404770272147,pre
201806,44.33392556588813,44.253048,0.08087762277289556,pre
201807,42.55951370840872,42.708904,-0.14939055794869915,pre
201808,37.16059362256186,37.637005,-0.4764112297330598,pre
201809,52.01923490395468,52.319088,-0.29985307822305174,pre
201810,44.70003154140711,42.912983,1.7870486007332786,pre
201811,33.398247855218834,37.870834,-4.4725864953671035,pre
201812,38.43004038913807,39.406048,-0.9760074319068508,pre
201813,48.55508597732158,44.876698,3.678388437038379,pre
201814,37.59573452298471,36.00321,1.592526362584323,pre
201815,36.3523559503676,32.665894,3.6864623956801026,pre
201816,42.50084248968533,34.02143,8.479411520447051,pre
201817,25.33745763631165,31.087942,-5.750484487101435,pre
201818,26.672515325889528,25.385298,1.2872175506209729,pre
201819,25.379614461906343,27.521837,-2.1422227725907277,pre
201820,23.973236672534217,22.162815,1.8104215785400761,pre
201821,20.796485639384816,23.704145,-2.907659792133739,pre
201822,19.23612387388093,21.6933,-2.4571763733114516,pre
201823,19.4328686917254,20.661203,-1.2283346926740144,pre
201824,19.60134564309177,18.441029,1.1603170481210654,pre
201825,18.480735561071043,18.650806,-0.17007086593091003,pre
201826,19.22801056124216,18.423403,0.8046077749872786,pre
201827,19.53157572559516,18.534739,0.9968371849457469,pre
201828,20.46613648456051,17.694092,2.7720446876855114,pre
201829,24.24473751492728,21.887234,2.3575037807964208,pre
201830,17.239216447652495,18.709806,-1.4705899946082468,pre
201831,15.250952034740903,18.147028,-2.8960759346194482,pre
201832,15.43754309454478,14.723839,0.7137042883924369,pre
201833,13.684715214065433,13.9213505,-0.2366352650605439,pre
201834,13.194252953566345,14.761166,-1.5669126653301397,pre
201835,12.811857748218577,13.911491,-1.099633645824392,pre
201836,12.658282427487594,14.707529,-2.0492466405055705,pre
201837,12.337433032734443,11.413769,0.9236642644238966,pre
201838,11.9807174200068,12.209701,-0.2289831644048217,pre
201839,14.783977097839244,16.72525,-1.9412731463013806,pre
201840,14.70023005633411,16.67542,-1.9751907047742883,pre
