fips,city,primary_industry_gdp_share_pct,secondary_industry_gdp_share_pct,gdp_per_capita_cny,registered_population_10k,cov_distance
69,濮阳,2.4797142436850823,3.6996677451706477,10.702777951371163,6.074195476273244,0.5521264299136598
55,汕尾,2.6602156558388717,3.6712093632816645,10.480706366618211,5.876333544017577,0.5880662006776243
38,抚,2.6578156183666395,3.6594183936823304,10.539723867332455,6.069243488022585,0.6155497423027828
17,吉安,2.3986690881908244,3.807347716751335,10.624396041921196,6.290371255057058,0.63176153684831
11,六盘水,2.434026861167079,3.840523248208544,10.7448177397108,5.865322797474794,0.7365934932676527
32,广元,2.7918578661232503,3.7327681483905595,10.474946734688073,5.700838650012064,0.76998656717506
73,眉山,2.7033863746393716,3.6852574320063765,10.72006155482905,5.837472232723487,0.785269396858153
20,孝感,2.68297524513619,3.7739800386119615,10.715260943668532,6.243080782969435,0.8119711650751098
59,河源,2.43096454480645,3.573210086456636,10.465779594901496,5.92118604264762,0.8133801346377654
72,百色,2.9118607688751803,3.7547033210890732,10.443904822795108,6.045695675924355,0.8467211944390143
53,梧,2.7325489501093596,3.60489014395502,10.447823001787809,5.866292022832549,0.8825544505742237
25,宜春,2.454552310155418,3.7544568552425686,10.750859872716049,6.403189171826486,0.8891246592822407
68,潮,2.1449765912746335,3.8776408507033637,10.622845619058921,5.619870463020961,0.9017798930537351
76,自贡,2.586663339781606,3.735180421612221,10.843626707138919,5.770247476288297,0.9187369788857834
33,广安,2.7653896387038097,3.604240763749971,10.570513026412396,6.129436571894677,0.9254141072084835
40,揭阳,2.1567352140716287,3.749689551759383,10.481458447897337,6.561267170642044,0.9551863619493604
91,郴,2.2736832533540117,3.7055134993072008,10.848742283369575,6.279134099733647,0.9613172302647159
12,内江,2.8189664033327007,3.6019461504186006,10.608452300848997,6.012920440803244,0.971839723236387
31,平顶山,2.0391260231287074,3.836367622849116,10.738977859279354,6.345636360828596,1.0028190098050875
6,乐山,2.5139188722666055,3.761875026952659,10.930634369696943,5.857686064979522,1.0552965835430248
