file,city_folder,treated_city,treated_fips,t0,gan_ratio,n_real_donors,top_k_donors,n_gen,pre_rmspe,post_att_mean,out_dir
呼和浩特_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,呼和浩特,呼和浩特,18,202044,4,20,20,80,3.8058992823415747,-16.391700603365624,/root/data/treatedpass-heating-open/呼和浩特
呼和浩特_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,呼和浩特,呼和浩特,18,202044,5,20,20,100,3.016392837776256,-7.775644313017607,/root/data/treatedpass-heating-open/呼和浩特
哈尔滨_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,哈尔滨,哈尔滨,20,202044,1,20,20,20,3.712533616504018,-29.06595648835361,/root/data/treatedpass-heating-open/哈尔滨
哈尔滨_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,哈尔滨,哈尔滨,20,202044,2,20,20,40,4.034037881966024,-34.633778058555926,/root/data/treatedpass-heating-open/哈尔滨
哈尔滨_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,哈尔滨,哈尔滨,20,202044,3,20,20,60,4.141145998297948,-24.47096622224573,/root/data/treatedpass-heating-open/哈尔滨
哈尔滨_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,哈尔滨,哈尔滨,20,202044,4,20,20,80,4.0870795924287915,-27.13112324868854,/root/data/treatedpass-heating-open/哈尔滨
哈尔滨_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,哈尔滨,哈尔滨,20,202044,5,20,20,100,4.248367339292633,-16.99864976724863,/root/data/treatedpass-heating-open/哈尔滨
唐山_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,唐山,唐山,20,202044,1,20,20,20,3.171319871606911,-5.997823716540996,/root/data/treatedpass-heating-open/唐山
唐山_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,唐山,唐山,20,202044,2,20,20,40,2.7080448834196007,8.001348527910745,/root/data/treatedpass-heating-open/唐山
唐山_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,唐山,唐山,20,202044,3,20,20,60,2.397320040498813,7.151220792941597,/root/data/treatedpass-heating-open/唐山
唐山_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,唐山,唐山,20,202044,4,20,20,80,2.417843317904038,10.584383904130366,/root/data/treatedpass-heating-open/唐山
唐山_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,唐山,唐山,20,202044,5,20,20,100,2.2134523716313463,15.730464511991912,/root/data/treatedpass-heating-open/唐山
大同_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大同,大同,24,202044,1,20,20,20,1.8036108060829157,-98.82509311728035,/root/data/treatedpass-heating-open/大同
大同_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大同,大同,24,202044,2,20,20,40,2.185523822291154,-95.73318534599255,/root/data/treatedpass-heating-open/大同
大同_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大同,大同,24,202044,3,20,20,60,1.3544356510205826,-89.41315233164444,/root/data/treatedpass-heating-open/大同
大同_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大同,大同,24,202044,4,20,20,80,1.4121831604888022,-74.18289241100094,/root/data/treatedpass-heating-open/大同
大同_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大同,大同,24,202044,5,20,20,100,1.674394773697514,-75.62557509921608,/root/data/treatedpass-heating-open/大同
大庆_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大庆,大庆,24,202044,1,20,20,20,2.4455698751789328,-40.200316096952356,/root/data/treatedpass-heating-open/大庆
大庆_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大庆,大庆,24,202044,2,20,20,40,2.45537245453093,-46.961263484782705,/root/data/treatedpass-heating-open/大庆
大庆_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大庆,大庆,24,202044,3,20,20,60,2.2229301044462724,-25.84848704920072,/root/data/treatedpass-heating-open/大庆
大庆_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大庆,大庆,24,202044,4,20,20,80,2.3461117263360354,-36.413879737513085,/root/data/treatedpass-heating-open/大庆
大庆_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大庆,大庆,24,202044,5,20,20,100,2.4584385284630867,-23.660565449196508,/root/data/treatedpass-heating-open/大庆
大连_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大连,大连,24,202044,1,20,20,20,1.5557367080839797,7.854007252436219,/root/data/treatedpass-heating-open/大连
大连_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大连,大连,24,202044,2,20,20,40,1.610392929810288,10.439561354262034,/root/data/treatedpass-heating-open/大连
大连_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大连,大连,24,202044,3,20,20,60,1.7688546658332467,10.25465493486247,/root/data/treatedpass-heating-open/大连
大连_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大连,大连,24,202044,4,20,20,80,1.523159877435772,10.31110951319461,/root/data/treatedpass-heating-open/大连
大连_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,大连,大连,24,202044,5,20,20,100,1.7930380457949338,11.557222667935074,/root/data/treatedpass-heating-open/大连
天津_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,天津,天津,24,202044,1,20,20,20,1.902248374362279,9.082012639874916,/root/data/treatedpass-heating-open/天津
天津_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,天津,天津,24,202044,2,20,20,40,2.0169474994550587,11.1482806830554,/root/data/treatedpass-heating-open/天津
天津_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,天津,天津,24,202044,3,20,20,60,1.9111526709765458,13.198155368562302,/root/data/treatedpass-heating-open/天津
天津_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,天津,天津,24,202044,4,20,20,80,2.214543848000927,14.290483271364627,/root/data/treatedpass-heating-open/天津
天津_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,天津,天津,24,202044,5,20,20,100,2.021929429178868,14.111722709041791,/root/data/treatedpass-heating-open/天津
太原_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,太原,太原,24,202044,1,20,20,20,2.863000756711274,-28.280578692356986,/root/data/treatedpass-heating-open/太原
太原_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,太原,太原,24,202044,2,20,20,40,1.9319468517761451,-19.534354466207144,/root/data/treatedpass-heating-open/太原
太原_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,太原,太原,24,202044,3,20,20,60,2.1412444955236527,-18.777517954814634,/root/data/treatedpass-heating-open/太原
太原_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,太原,太原,24,202044,4,20,20,80,2.438081101011856,-10.12521198044508,/root/data/treatedpass-heating-open/太原
太原_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,太原,太原,24,202044,5,20,20,100,1.996576554258094,-7.5677563943239345,/root/data/treatedpass-heating-open/太原
威海_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,威海,威海,24,202044,1,20,20,20,1.6884138535400603,-23.154989124105846,/root/data/treatedpass-heating-open/威海
威海_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,威海,威海,24,202044,2,20,20,40,1.7628820112128776,-21.104906064980604,/root/data/treatedpass-heating-open/威海
威海_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,威海,威海,24,202044,3,20,20,60,3.078264959397956,-7.7333552095971925,/root/data/treatedpass-heating-open/威海
威海_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,威海,威海,24,202044,4,20,20,80,1.9706082744308917,-7.9159687511918415,/root/data/treatedpass-heating-open/威海
威海_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,威海,威海,24,202044,5,20,20,100,1.7944915956132357,-11.574668023145053,/root/data/treatedpass-heating-open/威海
德州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,德州,德,34,202044,1,20,20,20,1.7030719260898328,-95.27686451490177,/root/data/treatedpass-heating-open/德州
德州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,德州,德,34,202044,2,20,20,40,2.1728643622087667,-85.67780796717985,/root/data/treatedpass-heating-open/德州
德州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,德州,德,34,202044,3,20,20,60,1.623728419037247,-64.38354508957207,/root/data/treatedpass-heating-open/德州
德州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,德州,德,34,202044,4,20,20,80,1.8180494759252261,-57.122313979412795,/root/data/treatedpass-heating-open/德州
德州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,德州,德,34,202044,5,20,20,100,2.247592820092225,-48.263507166755076,/root/data/treatedpass-heating-open/德州
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,1,20,20,20,2.4414446538548247,3.6796023330882126,/root/data/treatedpass-heating-open/日照
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,2,20,20,40,2.447339575392169,4.31626066402245,/root/data/treatedpass-heating-open/日照
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,3,20,20,60,2.3270826617453064,13.522373449699389,/root/data/treatedpass-heating-open/日照
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,4,20,20,80,2.448803632486996,13.227319554103536,/root/data/treatedpass-heating-open/日照
日照_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,日照,日照,37,202044,5,20,20,100,2.444437515275001,17.536303657559543,/root/data/treatedpass-heating-open/日照
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,1,20,20,20,2.3252548160897284,15.868706521408026,/root/data/treatedpass-heating-open/枣庄
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,2,20,20,40,2.9914160660296325,22.080800824134027,/root/data/treatedpass-heating-open/枣庄
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,3,20,20,60,2.7316958047653856,27.05431547395325,/root/data/treatedpass-heating-open/枣庄
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,4,20,20,80,2.532501480569247,25.90811101494209,/root/data/treatedpass-heating-open/枣庄
枣庄_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,枣庄,枣庄,42,202044,5,20,20,100,3.197253539342766,29.66162335418,/root/data/treatedpass-heating-open/枣庄
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,1,20,20,20,2.178518700516425,-70.28091812445562,/root/data/treatedpass-heating-open/沧州
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,2,20,20,40,1.9957988188002307,-61.03037788905438,/root/data/treatedpass-heating-open/沧州
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,3,20,20,60,1.9183232154382555,-52.800089071235135,/root/data/treatedpass-heating-open/沧州
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,4,20,20,80,1.9435070709184181,-53.46009931622917,/root/data/treatedpass-heating-open/沧州
沧州_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,沧州,沧,46,202044,5,20,20,100,2.3497336506500632,-44.14091721567996,/root/data/treatedpass-heating-open/沧州
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,1,20,20,20,2.0275881613931825,-36.458281162695265,/root/data/treatedpass-heating-open/泰安
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,2,20,20,40,1.8862396394550547,-27.62100521033078,/root/data/treatedpass-heating-open/泰安
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,3,20,20,60,2.138089756194468,-16.270819107117628,/root/data/treatedpass-heating-open/泰安
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,4,20,20,80,2.0776026623804116,-12.20504866250082,/root/data/treatedpass-heating-open/泰安
泰安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,泰安,泰安,46,202044,5,20,20,100,2.1337708926829637,-5.861841480418366,/root/data/treatedpass-heating-open/泰安
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,1,20,20,20,2.0926109884404025,-9.743183654011027,/root/data/treatedpass-heating-open/济南
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,2,20,20,40,2.6605708848623237,0.5956278490364125,/root/data/treatedpass-heating-open/济南
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,3,20,20,60,2.0476630055493215,8.002648265971347,/root/data/treatedpass-heating-open/济南
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,4,20,20,80,2.2718406203865285,7.479502168332381,/root/data/treatedpass-heating-open/济南
济南_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济南,济南,46,202044,5,20,20,100,2.202164122276923,17.77701317626587,/root/data/treatedpass-heating-open/济南
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,1,20,20,20,2.8900082940910696,-18.965841101479242,/root/data/treatedpass-heating-open/济宁
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,2,20,20,40,3.708551818605515,-13.903201274257347,/root/data/treatedpass-heating-open/济宁
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,3,20,20,60,2.9764730209592987,-13.62858540414448,/root/data/treatedpass-heating-open/济宁
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,4,20,20,80,2.857014907834602,-15.117997897554844,/root/data/treatedpass-heating-open/济宁
济宁_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,济宁,济宁,46,202044,5,20,20,100,2.909451727212856,-11.161945421228923,/root/data/treatedpass-heating-open/济宁
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,1,20,20,20,3.609831830654868,-22.266311219739684,/root/data/treatedpass-heating-open/淄博
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,2,20,20,40,3.4485880156932467,-11.949804909892823,/root/data/treatedpass-heating-open/淄博
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,3,20,20,60,2.621615217995081,-10.877922780122358,/root/data/treatedpass-heating-open/淄博
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,4,20,20,80,3.1122032598032843,0.6166498509033789,/root/data/treatedpass-heating-open/淄博
淄博_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,淄博,淄博,46,202044,5,20,20,100,2.490806588586274,3.532719168611352,/root/data/treatedpass-heating-open/淄博
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,1,20,20,20,2.4510402692927853,-13.233440442833624,/root/data/treatedpass-heating-open/潍坊
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,2,20,20,40,2.8816077391464137,-11.581517389801094,/root/data/treatedpass-heating-open/潍坊
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,3,20,20,60,2.2362728018906113,-10.809864003457198,/root/data/treatedpass-heating-open/潍坊
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,4,20,20,80,2.2898496175367846,-9.745061192248118,/root/data/treatedpass-heating-open/潍坊
潍坊_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,潍坊,潍坊,48,202044,5,20,20,100,2.2632561348127687,-5.618499512576824,/root/data/treatedpass-heating-open/潍坊
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,1,20,20,20,1.884199819422481,-23.61773977476376,/root/data/treatedpass-heating-open/烟台
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,2,20,20,40,2.3752428731270707,-15.490088306976283,/root/data/treatedpass-heating-open/烟台
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,3,20,20,60,1.9152004025881249,-6.325282666814717,/root/data/treatedpass-heating-open/烟台
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,4,20,20,80,2.4559655157567613,-1.6794571879318008,/root/data/treatedpass-heating-open/烟台
烟台_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,烟台,烟台,48,202044,5,20,20,100,2.135098052816545,3.0991979570888106,/root/data/treatedpass-heating-open/烟台
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,1,20,20,20,1.256149250116345,-8.967628134700739,/root/data/treatedpass-heating-open/牡丹江
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,2,20,20,40,1.2080786867705984,-10.379156139709943,/root/data/treatedpass-heating-open/牡丹江
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,3,20,20,60,1.2193502535587408,-11.392095424043028,/root/data/treatedpass-heating-open/牡丹江
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,4,20,20,80,1.3305163925806376,-8.522902642341476,/root/data/treatedpass-heating-open/牡丹江
牡丹江_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,牡丹江,牡丹江,48,202044,5,20,20,100,1.2214224067586048,-4.940083150980382,/root/data/treatedpass-heating-open/牡丹江
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,1,20,20,20,2.305019477653114,-41.04118718218904,/root/data/treatedpass-heating-open/西安
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,2,20,20,40,1.8442679560438733,-40.58510474529831,/root/data/treatedpass-heating-open/西安
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,3,20,20,60,2.201018525366826,-26.85963854878239,/root/data/treatedpass-heating-open/西安
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,4,20,20,80,1.9027350796758846,-29.7094464905905,/root/data/treatedpass-heating-open/西安
西安_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,西安,西安,62,202044,5,20,20,100,2.092508208972376,-16.55587744632543,/root/data/treatedpass-heating-open/西安
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,1,20,20,20,2.419792523378551,-37.95894217087809,/root/data/treatedpass-heating-open/银川
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,2,20,20,40,1.7597100651096675,-45.527652126684316,/root/data/treatedpass-heating-open/银川
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,3,20,20,60,2.1375372941811737,-37.9116816163872,/root/data/treatedpass-heating-open/银川
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,4,20,20,80,2.4647810281667177,-28.243537592863273,/root/data/treatedpass-heating-open/银川
银川_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,银川,银川,75,202044,5,20,20,100,2.17700838405067,-34.888342319523,/root/data/treatedpass-heating-open/银川
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,1,20,20,20,1.873704471882959,-34.47620385433477,/root/data/treatedpass-heating-open/长春
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,2,20,20,40,1.7263990202447699,-33.33696733662269,/root/data/treatedpass-heating-open/长春
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,3,20,20,60,1.7856664276162553,-14.743570921924995,/root/data/treatedpass-heating-open/长春
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,4,20,20,80,2.349822443816892,-16.476996180460194,/root/data/treatedpass-heating-open/长春
长春_panel_vs_controls_weekly_2018_2022_with_year_week_fips_with_cov.csv,长春,长春,76,202044,5,20,20,100,2.4782060907428445,-9.467409761835722,/root/data/treatedpass-heating-open/长春
